name,count_2023,count_2024,count_2025,birthDate,deathDate,nationality,occupationType,vol_jump_dates
Rahul Gandhi,272311.0,290226.0,55924.0,1970-06-19T00:00:00Z,,India,Politician,"[20230323, 20230513, 20230804, 20240604]"
Ralph Lauren,64849.0,20488.0,9581.0,1939-10-14T00:00:00Z,,United States,Entrepreneur,[20231124]
Ray Dalio,5198.0,2641.0,1649.0,1949-08-08T00:00:00z,,United States,Entrepreneur,"[20230220, 20230408, 20231006, 20250121, 20250128, 20250307, 20250413, 20250528]"
Richard Branson,19704.0,8375.0,1777.0,1950-07-18T00:00:00Z,,United Kingdom,Entrepreneur,"[20230504, 20230806, 20240108, 20240127, 20250330]"
Robert De Niro,55096.0,28235.0,18699.0,1943-08-17T00:00:00Z,,Italy,Celebrity,"[20230224, 20230509, 20230703]"
Robert Downey Jr.,28034.0,49800.0,10484.0,1965-04-04T00:00:00Z,,United States,Celebrity,"[20231017, 20240311, 20240728]"
Rohit Sharma,39474.0,32021.0,14621.0,1987-04-30T00:00:00Z,,India,Celebrity,"[20230124, 20230910, 20231011, 20231014, 20231029, 20231115, 20240117, 20250209, 20250220, 20250223, 20250309]"
Rudy Giuliani,72762.0,30598.0,5759.0,1944-05-28T00:00:00Z,,United States,Politician,"[20230515, 20230628, 20230815, 20230823, 20231215, 20231221, 20240425, 20240611, 20240702, 20241022, 20250116]"
Rupert Murdoch,55781.0,27673.0,8421.0,1931-03-11T00:00:00Z,,United States and Australia,Entrepreneur,"[20230213, 20230320, 20230921, 20240602, 20250210]"
Ryan Gosling,44861.0,60496.0,6283.0,1980-11-12T00:00:00Z,,Canada,Celebrity,"[20230404, 20231221, 20240310, 20240311, 20240414, 20250418]"
Ryan Reynolds,51703.0,64805.0,22365.0,1976-10-23T00:00:00Z,,Canada,Celebrity,"[20230129, 20230315, 20230422, 20231002, 20240212, 20240723, 20250217]"
Sabrina Carpenter,12426.0,65534.0,41937.0,1999-05-11T00:00:00Z,,United States,Celebrity,"[20230228, 20230602, 20231002, 20240101, 20240401, 20240412, 20240607, 20240823, 20240912, 20250203]"
Sadiq Khan,47233.0,44202.0,5497.0,1970-10-08T00:00:00Z,,United Kingdom,Politician,"[20230303, 20230520, 20230523, 20230721, 20230820, 20231027, 20231216, 20240224, 20240420, 20240502, 20241205, 20241231]"
Salman Khan,81159.0,94202.0,31222.0,1998-12-26T00:00:00Z,,India,Celebrity,"[20231227, 20240414, 20241013, 20241116]"
Sam Altman,46620.0,34792.0,20908.0,1985-04-22T00:00:00Z,,United States,Entrepreneur,"[20231017, 20231022, 20231030, 20231106, 20231117]"
Satya Nadella,22085.0,13582.0,5771.0,1967-08-19T00:00:00Z,,United States and India,Entrepreneur,"[20231120, 20240719, 20240811, 20241025, 20250120, 20250404, 20250517, 20250520, 20250531]"
Selena Gomez,73680.0,68684.0,37469.0,1992-07-22T00:00:00Z,,United States,Celebrity,"[20230111, 20230722, 20230913, 20231208, 20240108, 20240324, 20241212, 20250127]"
Sergey Brin,5230.0,4842.0,1534.0,1973-08-21T00:00:00Z,,United States,Entrepreneur,"[20230721, 20230927, 20231207, 20240326, 20240810, 20250120]"
Shah Rukh Khan,69933.0,45119.0,15339.0,1965-11-02T00:00:00Z,,India,Celebrity,"[20230704, 20240522, 20240526, 20241101, 20250322, 20250506]"
Sharad Pawar,84594.0,76266.0,7742.0,1940-12-12T00:00:00Z,,India,Politician,"[20230502, 20230702, 20240604, 20240626]"
Sheryl Sandberg,2107.0,2966.0,1859.0,1969-08-28T00:00:00Z,,United States,Entrepreneur,"[20230410, 20230723, 20230828, 20231022, 20231031, 20240101, 20240324, 20240331, 20240408, 20240721, 20240729, 20241124, 20241208, 20241226, 20250111]"
Shohei Ohtani,41448.0,60450.0,14183.0,1994-07-05T00:00:00Z,,Japan,Celebrity,"[20230321, 20230916, 20231208, 20231222, 20240824, 20250531]"
Snoop Dogg,46968.0,76238.0,15833.0,1971-10-20T00:00:00Z,,United States,Celebrity,"[20231116, 20240726, 20240811, 20240924, 20250118]"
Sonia Gandhi,39079.0,38436.0,10174.0,1946-12-09T00:00:00Z,,India,Politician,"[20230225, 20230303, 20230316, 20230513, 20230903, 20240213, 20240527, 20240814, 20250131]"
Stephen King,53057.0,36647.0,15516.0,1986-03-06T00:00:00Z,,United States,Celebrity,"[20230129, 20230421, 20230921, 20250109]"
Steve Cohen,7176.0,5158.0,2260.0,1956-06-11T00:00:00Z,,United States,Entrepreneur,"[20240121, 20240311, 20240729, 20241209]"
Steven Spielberg,53324.0,32138.0,11173.0,1946-12-18T00:00:00Z,,United States,Celebrity,"[20230111, 20230114, 20231006, 20240311, 20240612, 20250105]"
Sundar Pichai,19783.0,19140.0,8856.0,1972-06-10T00:00:00Z,,United States and India,Entrepreneur,"[20230422, 20241202, 20250120]"
Taylor Swift,541536.0,750520.0,109801.0,1989-12-13T00:00:00Z,,United States,Celebrity,"[20230206, 20230409, 20230620, 20230803, 20230919, 20240205, 20240419, 20240911, 20250203, 20250530]"
Ted Cruz,40395.0,43450.0,14073.0,1970-12-22T00:00:00Z,,United States,Politician,"[20230421, 20241106, 20241229]"
Tim Cook,53217.0,29286.0,17653.0,1960-11-01T00:00:00Z,,United States,Entrepreneur,"[20230113, 20230417, 20230605, 20230912, 20240415, 20240610, 20240909, 20250120, 20250515]"
Tim Scott,86544.0,28524.0,3478.0,1965-09-19T00:00:00Z,,United States,Politician,"[20230412, 20230519, 20230928, 20231109, 20231113, 20240119, 20241103]"
Tom Brady,85210.0,60339.0,18899.0,1977-08-03T00:00:00Z,,United States,Celebrity,"[20230117, 20230201, 20240506, 20241128, 20250119, 20250209]"
Tom Cruise,74326.0,54939.0,27609.0,1962-07-03T00:00:00Z,,United States,Celebrity,"[20240810, 20240811, 20250209, 20250402]"
Tony Blair,44034.0,41037.0,7746.0,1953-05-06T00:00:00Z,,United Kingdom,Politician,"[20230506, 20230907, 20231214, 20240704, 20240904, 20241121]"
Travis Kelce,99916.0,173428.0,36601.0,1989-10-05T00:00:00Z,,United States,Celebrity,"[20230121, 20230129, 20230212, 20230305, 20230905, 20230924, 20240211, 20241225, 20250209]"
Travis Scott,48890.0,37467.0,12900.0,1975-09-14T00:00:00Z,,United States,Celebrity,"[20230728, 20240205, 20240507, 20240620, 20240809, 20250405, 20250502, 20250511]"
Virat Kohli,50010.0,34266.0,16062.0,1988-11-05T00:00:00Z,,India,Celebrity,"[20230110, 20230115, 20231019, 20231115, 20240629, 20241124, 20250223, 20250304, 20250309]"
Volodymyr Zelenskyy,164194.0,108988.0,97262.0,1978-01-25T00:00:00Z,,Ukraine,Politician,"[20240709, 20240821, 20241018, 20250105, 20250510]"
Wang Yi,64335.0,39348.0,12539.0,1953-10-19T00:00:00Z,,People's Republic of China,Politician,"[20230725, 20250428]"
Warren Buffett,96441.0,91213.0,46497.0,1930-08-30T00:00:00Z,,United States,Entrepreneur,"[20230506, 20230623, 20230902, 20231128, 20240504, 20240603, 20240803, 20250401, 20250503]"
Will Smith,67948.0,34108.0,16796.0,1989-07-10T00:00:00Z,,United States,Celebrity,"[20230305, 20230720, 20231011, 20240713, 20241228, 20250203, 20250324]"
William Ruto,47194.0,45287.0,11789.0,1966-12-21T00:00:00Z,,Kenya,Politician,"[20231030, 20231127, 20231230, 20240208, 20240327, 20240506, 20240519, 20240818, 20240820, 20240901, 20241006, 20241030, 20241103, 20241114, 20241209, 20241212, 20250127, 20250209, 20250224, 20250326, 20250330, 20250413]"
Willie Nelson,41924.0,44636.0,9240.0,1933-04-29T00:00:00Z,,United States,Celebrity,"[20230206, 20231218, 20240305, 20240530, 20241121, 20250429]"
Xi Jinping,,,,1953-06-15T00:00:00Z,,People's Republic of China,Politician,"[20230310, 20230320, 20230601, 20230617, 20230630, 20231115, 20231208, 20240129, 20240505, 20240717, 20241020]"
