name,count_2023,count_2024,count_2025,birthDate,deathDate,nationality,occupationType
Ben Horowitz,280.0,1777.0,127.0,1966-06-13T00:00:00Z,,United Kingdom,Entrepreneur
John Elkann,584.0,1914.0,1547.0,1976-04-01T00:00:00Z,,United States,Entrepreneur
Arvind Krishna,2645.0,1466.0,711.0,1962-00-00T00:00:00Z,,United States and India,Entrepreneur
Elliott Hill,5.0,1451.0,460.0,1963-00-00T00:00:00Z,,United States,Entrepreneur
David Zaslav,14969.0,4096.0,1209.0,1960-01-15T00:00:00Z,,United States,Entrepreneur
Adam Silver,10768.0,7687.0,1737.0,1962-04-25T00:00:00Z,,United States,Entrepreneur
Gianni Infantino,8622.0,4503.0,2619.0,1970-03-23T00:00:00Z,,Italy and Switzerland  ,Entrepreneur
Oliver Blume,2795.0,3104.0,717.0,1968-06-06T00:00:00Z,,Germany,Entrepreneur
Piero Ferrari,743.0,771.0,343.0,1945-05-22T00:00:00Z,,Italy,Entrepreneur
Chris Pratt,22535.0,12119.0,6956.0,1978-06-21T00:00:00Z,,United States,Celebrity
Chris Hemsworth,19871.0,28167.0,6158.0,1983-08-11T00:00:00Z,,Australia,Celebrity
Chris Evans,25442.0,18939.0,6971.0,1981-06-13T00:00:00Z,,United States,Celebrity
Jordan Peterson,5901.0,5357.0,2927.0,1962-06-12T00:00:00Z,,Canada,Celebrity
